14	59	1
14	60	1
15	16	1
15	17	1
15	18	1
15	20	1
15	31	1
15	32	1
15	33	1
15	34	1
15	49	1
15	50	1
15	57	1
15	59	1
16	17	1
16	18	1
16	20	1
16	31	1
16	32	1
16	33	1
16	34	1
16	49	1
16	50	1
16	51	1
16	57	1
16	59	1
17	16	1
17	18	1
17	20	1
17	31	1
17	32	1
17	33	1
17	34	1
17	50	1
17	51	1
17	54	1
17	56	1
17	57	1
17	58	1
17	59	1
18	16	1
18	17	1
18	20	1
18	31	1
18	32	1
18	33	1
18	34	1
18	50	1
18	51	1
18	57	1
18	58	1
18	59	1
19	16	1
19	17	1
19	18	1
19	20	1
19	31	1
19	32	1
19	33	1
19	34	1
19	50	1
19	51	1
19	53	1
19	57	1
19	58	1
19	59	1
19	62	1
20	16	1
20	17	1
20	18	1
20	31	1
20	32	1
20	33	1
20	34	1
20	35	1
20	43	1
20	51	1
20	53	1
20	57	1
20	59	1
21	16	1
21	18	1
21	20	1
21	31	1
21	32	1
21	33	1
21	34	1
21	43	1
21	53	1
21	54	1
21	57	1
21	59	1
22	3	1
22	5	1
22	11	1
22	16	1
22	18	1
22	20	1
22	24	1
22	26	1
22	31	1
22	32	1
22	33	1
22	34	1
22	43	1
22	64	1
23	3	1
23	5	1
23	11	1
23	16	1
23	18	1
23	20	1
23	22	1
23	26	1
23	31	1
23	32	1
23	33	1
23	34	1
23	43	1
23	64	1
24	3	1
24	5	1
24	11	1
24	16	1
24	18	1
24	20	1
24	22	1
24	23	1
24	26	1
24	31	1
24	32	1
24	33	1
24	34	1
24	43	1
24	61	1
24	63	1
24	64	1
25	3	1
25	5	1
25	11	1
25	16	1
25	18	1
25	20	1
25	22	1
25	23	1
25	26	1
25	31	1
25	32	1
25	33	1
25	34	1
25	43	1
25	51	1
25	64	1
26	3	1
26	5	1
26	11	1
26	16	1
26	18	1
26	20	1
26	31	1
26	32	1
26	33	1
26	34	1
26	43	1
27	3	1
27	5	1
27	16	1
27	18	1
27	20	1
27	31	1
27	32	1
27	33	1
27	34	1
27	35	1
27	43	1
27	51	1
28	3	1
28	5	1
28	11	1
28	16	1
28	18	1
28	20	1
28	24	1
28	31	1
28	32	1
28	33	1
28	34	1
28	35	1
28	43	1
28	57	1
28	61	1
28	64	1
29	3	1
29	4	1
29	5	1
29	11	1
29	16	1
29	18	1
29	20	1
29	22	1
29	23	1
29	26	1
29	32	1
29	33	1
29	34	1
29	35	1
29	43	1
29	57	1
29	61	1
30	3	1
30	5	1
30	11	1
30	16	1
30	18	1
30	20	1
30	22	1
30	26	1
30	31	1
30	32	1
30	33	1
30	43	1
30	57	1
31	3	1
31	5	1
31	11	1
31	16	1
31	17	1
31	18	1
31	20	1
31	32	1
31	33	1
31	34	1
31	35	1
31	43	1
32	3	1
32	5	1
32	11	1
32	16	1
32	18	1
32	20	1
32	31	1
32	33	1
32	34	1
32	35	1
32	43	1
33	3	1
33	5	1
33	11	1
33	16	1
33	18	1
33	20	1
33	31	1
33	32	1
33	34	1
33	35	1
33	43	1
33	51	1
34	3	1
34	5	1
34	11	1
34	16	1
34	18	1
34	20	1
34	31	1
34	32	1
34	33	1
34	35	1
34	43	1
34	51	1
35	3	1
35	5	1
35	11	1
35	16	1
35	18	1
35	20	1
35	31	1
35	32	1
35	33	1
35	34	1
35	43	1
35	51	1
36	3	1
36	5	1
36	11	1
36	16	1
36	17	1
36	18	1
36	20	1
36	31	1
36	32	1
36	33	1
36	34	1
36	35	1
36	43	1
36	51	1
36	59	1
37	3	1
37	5	1
37	11	1
37	17	1
37	18	1
37	20	1
37	23	1
37	31	1
37	32	1
37	33	1
37	34	1
37	35	1
37	43	1
37	57	1
37	63	1
38	2	1
38	3	1
38	5	1
38	11	1
38	13	1
38	17	1
38	18	1
38	20	1
38	22	1
38	23	1
38	31	1
38	32	1
38	35	1
38	43	1
38	57	1
38	61	1
38	63	1
38	64	1
39	3	1
39	5	1
39	9	1
39	16	1
39	18	1
39	20	1
39	31	1
39	32	1
39	33	1
39	43	1
40	3	1
40	5	1
40	11	1
40	16	1
40	17	1
40	18	1
40	20	1
40	31	1
40	32	1
40	34	1
40	35	1
40	43	1
40	54	1
40	63	1
41	3	1
41	9	1
41	11	1
41	16	1
41	17	1
41	18	1
41	20	1
41	31	1
41	32	1
41	33	1
41	43	1
41	57	1
41	59	1
42	3	1
42	5	1
42	11	1
42	16	1
42	17	1
42	18	1
42	20	1
42	31	1
42	32	1
42	33	1
42	43	1
42	53	1
42	54	1
42	57	1
42	59	1
43	3	1
43	16	1
43	17	1
43	20	1
43	31	1
43	32	1
43	54	1
43	57	1
44	5	1
44	20	1
44	31	1
44	32	1
44	54	1
45	16	1
45	17	1
45	18	1
45	20	1
45	31	1
45	32	1
45	33	1
45	34	1
45	43	1
45	54	1
45	57	1
45	61	1
46	5	1
46	9	1
46	11	1
46	16	1
46	18	1
46	20	1
46	31	1
46	32	1
46	33	1
46	34	1
46	43	1
46	53	1
46	54	1
46	57	1
46	59	1
46	62	1
46	63	1
47	16	1
47	17	1
47	20	1
47	31	1
47	32	1
47	33	1
47	34	1
47	49	1
47	57	1
47	59	1
47	61	1
48	16	1
48	17	1
48	18	1
48	20	1
48	31	1
48	32	1
48	33	1
48	34	1
48	50	1
48	57	1
48	59	1
48	61	1
49	16	1
49	17	1
49	18	1
49	31	1
49	32	1
49	33	1
49	34	1
49	50	1
49	57	1
49	58	1
49	59	1
50	16	1
50	17	1
50	18	1
50	20	1
50	31	1
50	32	1
50	33	1
50	34	1
50	51	1
50	56	1
50	57	1
50	58	1
50	59	1
51	16	1
51	17	1
51	18	1
51	20	1
51	31	1
51	32	1
51	33	1
51	34	1
51	50	1
51	56	1
51	57	1
51	58	1
51	59	1
52	5	1
52	17	1
52	18	1
52	20	1
52	31	1
52	32	1
52	33	1
52	34	1
52	50	1
52	56	1
52	57	1
52	58	1
52	59	1
52	63	1
52	64	1
53	5	1
53	11	1
53	18	1
53	20	1
53	31	1
53	32	1
53	33	1
53	34	1
53	57	1
53	59	1
53	63	1
53	64	1
54	5	1
54	11	1
54	18	1
54	20	1
54	31	1
54	32	1
54	33	1
54	34	1
54	53	1
54	57	1
54	59	1
54	63	1
55	5	1
55	18	1
55	20	1
55	31	1
55	32	1
55	33	1
55	34	1
55	35	1
55	51	1
55	53	1
55	57	1
55	59	1
55	63	1
56	16	1
56	31	1
56	32	1
56	34	1
56	50	1
56	57	1
56	61	1
56	63	1
57	16	1
57	18	1
57	31	1
57	32	1
57	33	1
57	34	1
57	50	1
57	59	1
57	61	1
57	63	1
58	5	1
58	18	1
58	20	1
58	31	1
58	32	1
58	33	1
58	34	1
58	50	1
58	56	1
58	57	1
58	59	1
58	63	1
58	64	1
59	5	1
59	18	1
59	20	1
59	31	1
59	32	1
59	33	1
59	34	1
59	57	1
59	63	1
59	64	1
60	3	1
60	5	1
60	18	1
60	20	1
60	31	1
60	32	1
60	33	1
60	34	1
60	57	1
60	59	1
60	63	1
60	64	1
61	31	1
61	32	1
61	34	1
61	50	1
61	57	1
61	59	1
61	63	1
62	3	1
62	31	1
62	32	1
62	33	1
62	34	1
62	57	1
62	59	1
62	61	1
62	63	1
62	64	1
63	5	1
63	31	1
63	32	1
63	34	1
63	59	1
63	64	1
64	3	1
64	31	1
64	32	1
64	34	1
64	53	1
64	57	1
64	61	1
64	62	1
64	63	1
