Gene A,Gene B
GPR35,GPR161
GPR35,SLC2A1
GPR35,OR51Q1
GPR35,PROKR1
GPR35,PLD3
GPR35,FTH1
GPR35,OR4A4P
GPR35,OR4F4
GPR35,MVK
GPR35,SLC9A7
GPR35,NPFFR1
GPR35,B3GAT3
GPR35,OR51B5
GPR35,OR10J1
GPR35,SLC8A2
GPR35,OR6V1
GPR35,SLC37A1
GPR35,OR1N1
GPR35,RTN3
GPR35,GPR17
GPR35,GPR174
GPR35,OR5T2
GPR35,OR6C6
GPR35,OR6F1
GPR35,TAS2R9
GPR35,OR7D4
GPR35,OR2W3
GPR35,MSMO1
GPR35,ARVCF
GPR35,OR6C2
GPR35,VPS25
GPR35,AVPR2
GPR35,OR4F17
GPR35,ADGRB1
GPR35,OR2H1
GPR35,GPBAR1
GPR35,GPR15
GPR35,SDHD
GPR35,OR4D11
GPR35,OR4C13
GPR35,MCOLN1
GPR35,S1PR5
GPR35,CANX
GPR35,OR6C74
GPR35,SLC6A7
GPR35,PLLP
GPR35,OR3A3
GPR35,OR5H1
GPR35,SLC37A4
GPR35,OR10R2
GPR35,ERGIC3
GPR35,OR52H1
GPR35,TAS2R60
GPR35,OR5K2
GPR35,PROKR2
GPR35,OR5H6
GPR35,OR8H1
GPR35,OR6B1
GPR35,OR4X2
GPR35,OR2AG1
GPR35,ATP1A1
GPR35,HLA-A
GPR35,OR5K4
GPR35,WNT6
GPR35,OR10T2
GPR35,GPR18
GPR35,SELENOK
GPR35,OR51S1
GPR35,OR52N2
GPR35,BRS3
GPR35,NPY4R
GPR35,OR11A1
GPR35,OR2M7
GPR35,OR6C1
GPR35,GPER1
GPR35,GPR27
GPR35,RHO
GPR35,OR51G2
GPR35,CAPN10
GPR35,OR10A7
GPR35,OR2D2
GPR35,OR5D13
GPR35,OR10H5
GPR35,ZDHHC3
GPR35,OR13C4
GPR35,OR4K2
GPR35,OR9G1
GPR35,OR5D16
GPR35,OR7C1
GPR35,OR6K6
GPR35,OR52A5
GPR35,GPR146
GPR35,OR8B3
GPR35,OR5C1
OR2V2,OR5B21
OR5B3,OR5B21
OR2L2,OR5B21
OR6C70,OR5B21
OR6B2,OR5B21
OR11G2,OR5B21
OR6N2,OR5B21
OR6C68,OR5B21
OR5P3,OR5B21
OR10Z1,OR5B21
OR11H4,OR5B21
OR7E24,OR5B21
OR4F3,OR5B21
OR2M3,OR5B21
OR1J1,OR5B21
OR14I1,OR5B21
OR6C4,OR5B21
OR13C8,OR5B21
OR1L8,OR5B21
OR5F1,OR5B21
OR51B4,OR5B21
OR4N5,OR5B21
OR4C16,OR5B21
OR5H2,OR5B21
OR4L1,OR5B21
OR10G3,OR5B21
OR9Q1,OR5B21
OR10Q1,OR5B21
OR3A1,OR5B21
OR14A16,OR5B21
OR10V1,OR5B21
OR5AP2,OR5B21
OR2T3,OR5B21
OR6X1,OR5B21
OR4P4,OR5B21
OR51E2,OR5B21
OR56A1,OR5B21
OR1S1,OR5B21
OR4K14,OR5B21
OR8G1,OR5B21
OR6Y1,OR5B21
OR5K3,OR5B21
OR13F1,OR5B21
OR52I2,OR5B21
OR4F6,OR5B21
OR8U9,OR5B21
OR51D1,OR5B21
OR4N2,OR5B21
OR5A2,OR5B21
OR51L1,OR5B21
OR10P1,OR5B21
OR4S1,OR5B21
OR5AS1,OR5B21
OR2AT4,OR5B21
OR7A10,OR5B21
OR5T3,OR5B21
OR5B2,OR5B21
OR51Q1,OR5B21
OR4A4P,OR5B21
OR4F4,OR5B21
OR10J1,OR5B21
OR1N1,OR5B21
OR5T2,OR5B21
OR6C6,OR5B21
OR6F1,OR5B21
OR7D4,OR5B21
OR2W3,OR5B21
OR6C2,OR5B21
OR4F17,OR5B21
OR2H1,OR5B21
OR4D11,OR5B21
OR4C13,OR5B21
OR6C74,OR5B21
OR3A3,OR5B21
OR5H1,OR5B21
OR10R2,OR5B21
OR52H1,OR5B21
OR5K2,OR5B21
OR5H6,OR5B21
OR8H1,OR5B21
OR6B1,OR5B21
OR4X2,OR5B21
OR2AG1,OR5B21
OR5K4,OR5B21
OR10T2,OR5B21
OR51S1,OR5B21
OR52N2,OR5B21
OR11A1,OR5B21
OR2M7,OR5B21
OR6C1,OR5B21
OR51G2,OR5B21
OR10A7,OR5B21
OR5D13,OR5B21
OR10H5,OR5B21
OR13C4,OR5B21
OR4K2,OR5B21
OR9G1,OR5B21
OR5D16,OR5B21
OR7C1,OR5B21
OR6K6,OR5B21
OR52A5,OR5B21
OR8B3,OR5B21
OR5C1,OR5B21
IFIH1,TRIM13
IFIH1,DDX3X
IFIH1,XAF1
IFIH1,TRAF3
IFIH1,MAVS
IFIH1,RSAD2
IFIH1,C1QBP
IFIH1,TBK1
IFIH1,GOT2
IFIH1,NMI
IFIH1,IFI44L
IFIH1,MFN1
IFIH1,HPRT1
IFIH1,HSPE1
IFIH1,PCBP2
IFIH1,NLRC5
IFIH1,PSMA7
IFIH1,OTUD5
IFIH1,TECPR1
IFIH1,IFI27
IFIH1,TRAF6
IFIH1,WDFY3
IFIH1,IFIH1
IFIH1,HLA-F
IFIH1,MX1
IFIH1,HNRNPUL1
IFIH1,IFI44
IFIH1,TAGLN2
IFIH1,YWHAE
IFIH1,ATG3
IFIH1,ATG10
IFIH1,DDX58
IFIH1,DHX58
IFIH1,PSMA3
IFIH1,NAP1L1
IFIH1,RPS16
IFIH1,ATG12
IFIH1,RNF125
IFIH1,USP18
IFIH1,ATG16L2
IFIH1,FADD
IFIH1,DDX60
IFIH1,TRAF2
IFIH1,ATG7
IFIH1,PPIP5K1
IFIH1,IFIT1
IFIH1,IFI35
IFIH1,IFIT3
IFIH1,MFN2
IFIH1,IMPDH2
IFIH1,HERC5
IFIH1,ATG16L1
IFIH1,UBE2L6
IFIH1,ATG5
DDX3X,RPS6KB1
TRAF3,PTPN2
TRAF3,TNFRSF6B
TBK1,PTPN2
NMI,PTPN2
TRAF6,OSMR
TRAF6,PTPN2
TRAF6,RPS6KB1
TRAF6,TNFRSF6B
WDFY3,KEAP1
YWHAE,KEAP1
YWHAE,PTPN2
ATG3,KEAP1
TRAF2,PTPN2
TRAF2,RPS6KB1
TRAF2,TNFRSF6B
ATG7,KEAP1
IFI35,RAVER1
IL23R,GOSR2
IL23R,GOSR1
IL23R,IL12RB1
IL23R,COG7
IL23R,COG3
IL23R,GOLIM4
IL23R,IL23A
IL23R,IL24
IL23R,LHFPL6
IL23R,PDF
IL23R,CXCL9
IL23R,IL12B
IL23R,COG5
IL23R,IL12A
IL23R,COG2
IL23R,BET1L
IL23R,IL19
IL23R,GOLPH3
IL23R,ITGA3
IL23R,COG1
IL12RB1,OSMR
IL23A,OSMR
IL12B,IL27
IL12B,OSMR
IL12A,OSMR
IL27,IL27RA
IL27,IL10
IL27,STAT4
IL27,TLR1
IL27,IRF4
IL27,CD4
IL27,IRF8
IL27,APOBEC3F
IL27,INHA
IL27,ICOSLG
IL27,CD28
IL27,TLR6
IL27,WWP1
IL27,IL6ST
IL27,JAG2
IL27,TLR7
IL27,EBI3
IL27,CD2
IL27,SOCS5
IL27,ARPP19
IL27,TRGV9
IL27,TLR4
IL27,TLR3
IL27,SIGIRR
IL27,IL4R
IL27,ITGAL
IL27,TLR8
IL27,INHBA
IL27,CD40LG
IL27,CD40
IL27,CAMP
IL27RA,OSMR
IL27RA,SH2B3
IL10,OSMR
STAT4,PTPN2
IRF4,PTPN2
CD4,SH2B3
IRF8,SH2B3
IL6ST,OSMR
IL6ST,PTPN2
JAG2,TNFRSF6B
TLR7,OSMR
EBI3,OSMR
CD2,SH2B3
SOCS5,PTPN2
SOCS5,SH2B3
TLR4,SH2B3
TLR3,OSMR
IL4R,PTPN2
ITGAL,OSMR
INHBA,SH2B3
CD40,OSMR
CD40,PTPN2
CAMP,OSMR
DNAJA3,PTPN2
CBLC,PTPN2
CBLC,SH2B3
THBS1,OSMR
SOS1,PTPN2
SOS1,SH2B3
CCL5,OSMR
CCL5,SH2B3
CBL,PTPN2
CBL,SH2B3
C1QA,OSMR
ELANE,OSMR
C1QC,OSMR
IL13,OSMR
IL7R,OSMR
IL7R,SH2B3
NFAM1,OSMR
C1QB,OSMR
IL21,OSMR
SHC1,OSMR
SHC1,PTPN2
SHC1,SH2B3
CD74,OSMR
CD74,SH2B3
IKZF1,SH2B3
PTPN2,TMED10
PTPN2,PIK3R3
PTPN2,SOCS1
PTPN2,IL21R
PTPN2,CAMK2A
PTPN2,SSH2
PTPN2,DDR1
PTPN2,PTK2B
PTPN2,GH1
PTPN2,FKBP4
PTPN2,FGFR4
PTPN2,STXBP4
PTPN2,INPPL1
PTPN2,PTPRE
PTPN2,ERBB3
PTPN2,PTPRH
PTPN2,EPHA3
PTPN2,PTPN4
PTPN2,KHDRBS1
PTPN2,INSR
PTPN2,DDR2
PTPN2,SSH1
PTPN2,PTPRT
PTPN2,CD22
PTPN2,RIPK1
PTPN2,GRB10
PTPN2,EPHB1
PTPN2,DUSP13
PTPN2,EPOR
PTPN2,ALK
PTPN2,AXL
PTPN2,IRS1
PTPN2,PTPN11
PTPN2,DUSP9
PTPN2,VIL1
PTPN2,HCK
PTPN2,DUSP12
PTPN2,NTRK3
PTPN2,PTPN3
PTPN2,PXN
PTPN2,JAK3
PTPN2,IFNAR1
PTPN2,TNFRSF1A
PTPN2,DUSP21
PTPN2,KIT
PTPN2,MTOR
PTPN2,PTPN12
PTPN2,STAM
PTPN2,PTPRN2
PTPN2,PLCG1
PTPN2,EPHA8
PTPN2,FANCC
PTPN2,GHR
PTPN2,KDR
PTPN2,IRS2
PTPN2,CSF3R
PTPN2,SHC3
PTPN2,TAB2
PTPN2,PTPRD
PTPN2,IFNGR2
PTPN2,PTPN22
PTPN2,MPL
PTPN2,ROR1
PTPN2,RIN1
PTPN2,RMDN3
PTPN2,CDK5
PTPN2,IGF1R
PTPN2,AKT2
PTPN2,VAV1
PTPN2,CDC42
PTPN2,CRK
PTPN2,PTPRB
PTPN2,EIF2AK2
PTPN2,UBE2N
PTPN2,NUP98
PTPN2,POU2F1
PTPN2,BCAR1
PTPN2,SMNDC1
PTPN2,CTNND1
PTPN2,PIK3R2
PTPN2,PSMD2
PTPN2,PTPRU
PTPN2,EPHA2
PTPN2,NLK
PTPN2,PTPRC
PTPN2,PTPRJ
PTPN2,TNFRSF11A
PTPN2,TNFRSF1B
PTPN2,CASP8
PTPN2,DUSP27
PTPN2,STAP2
PTPN2,NTRK2
PTPN2,CBLB
PTPN2,PTPN23
PTPN2,MAP3K8
PTPN2,MAP3K5
PTPN2,BCR
PTPN2,PTPRG
PTPN2,RET
PTPN2,TEK
PTPN2,FGFR3
PTPN2,CLEC16A
PTPN2,ROS1
PTPN2,NUP62
PTPN2,CSK
PTPN2,PDGFA
PTPN2,PTPN9
PTPN2,VAV2
PTPN2,ERBB4
PTPN2,TLN1
PTPN2,PTPN20
PTPN2,MET
PTPN2,PTPRS
PTPN2,PRKCA
PTPN2,PDGFRA
PTPN2,ANXA2
PTPN2,CLNK
PTPN2,PIM1
PTPN2,SHC2
PTPN2,PTPN18
PTPN2,MAP3K7
PTPN2,CRKL
PTPN2,FLT4
PTPN2,TRAF1
PTPN2,TSLP
PTPN2,GAB2
PTPN2,PTK6
PTPN2,AKT1
PTPN2,KPNA1
PTPN2,ESCO1
PTPN2,TAB3
PTPN2,MCM5
PTPN2,GRB2
PTPN2,TNK2
PTPN2,STAM2
PTPN2,YES1
PTPN2,TIAF1
PTPN2,PTPN7
PTPN2,CDK1
PTPN2,KPNA2
PTPN2,GRB14
PTPN2,INSRR
PTPN2,CSF2RB
PTPN2,SH2B3
PTPN2,DUSP7
PTPN2,PLSCR1
PTPN2,PTPN6
PTPN2,SH2B1
PTPN2,PTPN5
PTPN2,HSPA5
PTPN2,LYN
PTPN2,CISH
PTPN2,PTPRF
PTPN2,CRLF1
PTPN2,APEX1
PTPN2,IPO7
PTPN2,RACK1
PTPN2,TAB1
PTPN2,PTPN21
PTPN2,PTPRZ1
PTPN2,GRB7
PTPN2,FRK
PTPN2,SH2D3A
PTPN2,PTPRM
PTPN2,BTK
PTPN2,CD247
PTPN2,PTPN14
PTPN2,KPNB1
PTPN2,CDC14A
PTPN2,ZAP70
PTPN2,PTPRO
PTPN2,INPP5D
PTPN2,DUSP19
PTPN2,PTPRN
PTPN2,PTPRK
PTPN2,DNAJA1
PTPN2,TRADD
PTPN2,IRS4
PTPN2,FCGR1A
PTPN2,NTRK1
PTPN2,PTPRR
PTPN2,GAB1
PTPN2,PTPRA
PTPN2,BCAR3
PTPN2,ABL2
PTPN11,OSMR
PTPN11,SH2B3
CADM1,OSMR
SOCS1,OSMR
SOCS1,SH2B3
IL20RB,OSMR
VSIG4,OSMR
PTK2B,RPS6KB1
PTK2B,SH2B3
PTPRF,OSMR
TNFRSF1B,OSMR
TNFRSF1B,SH2B3
CBLB,SH2B3
FCER1A,OSMR
ROBO1,OSMR
CXCL12,OSMR
MICB,OSMR
PTPN6,SH2B3
JAK3,OSMR
IL7,OSMR
KEAP1,VHL
KEAP1,GSPT2
KEAP1,NIPSNAP2
KEAP1,MCM3
KEAP1,STBD1
KEAP1,TRADD
KEAP1,DNAAF4
KEAP1,FAF1
KEAP1,PABPC1
KEAP1,TBC1D2B
KEAP1,SQSTM1
KEAP1,NEIL2
KEAP1,ZBTB7B
KEAP1,USP4
KEAP1,FST
KEAP1,PXMP2
KEAP1,SMO
KEAP1,LAMC1
KEAP1,NGFR
KEAP1,NLE1
KEAP1,RAD23A
KEAP1,SLX4
KEAP1,CUL3
KEAP1,KBTBD6
KEAP1,MAP1LC3A
KEAP1,NEK9
KEAP1,GSPT1
KEAP1,APBA3
KEAP1,MAP1LC3B
KEAP1,GABARAPL2
KEAP1,HADHB
KEAP1,NAB2
KEAP1,ELOB
KEAP1,RBX1
KEAP1,ZBTB7A
KEAP1,NBR1
KEAP1,CASP8
KEAP1,TP53INP2
KEAP1,SOCS4
KEAP1,PRKCI
KEAP1,NOTCH1
KEAP1,MAFF
KEAP1,TMEM160
KEAP1,TCEAL1
KEAP1,GABARAP
KEAP1,MYO7A
KEAP1,ULK1
KEAP1,TNFRSF10A
KEAP1,CAND1
KEAP1,FANCD2
KEAP1,HOXA7
KEAP1,KCTD5
KEAP1,AMOT
KEAP1,NCOA7
KEAP1,MAFK
KEAP1,POU3F1
KEAP1,USP7
KEAP1,BTBD7
KEAP1,PTMA
KEAP1,IPO5
KEAP1,FXR1
KEAP1,PARK7
KEAP1,CTR9
KEAP1,UBXN7
KEAP1,MAP1LC3C
KEAP1,RANBP9
KEAP1,ATG4B
KEAP1,TUBA4A
KEAP1,SOCS2
KEAP1,NIPSNAP1
KEAP1,KHSRP
KEAP1,ABCF1
KEAP1,STK3
KEAP1,ATG2A
KEAP1,SLCO6A1
KEAP1,RBM42
KEAP1,NSMAF
KEAP1,ABTB2
KEAP1,HNRNPA2B1
KEAP1,NEDD4
KEAP1,SAFB2
KEAP1,TCEAL4
KEAP1,MED21
KEAP1,GABARAPL1
KEAP1,FYCO1
KEAP1,PMF1
KEAP1,HADHA
KEAP1,TRIM16
KEAP1,KEAP1
KEAP1,JAG1
KEAP1,NQO1
KEAP1,GYS1
TRADD,TNFRSF6B
PABPC1,RAVER1
SQSTM1,RPS6KB1
FST,SH2B3
NGFR,RPS6KB1
NEK9,RPS6KB1
CASP8,OSMR
PRKCI,RPS6KB1
ULK1,RPS6KB1
RBM42,RAVER1
JAG1,OSMR
LCE3B,LCE3E
NONO,RAVER1
CSF3R,OSMR
CSF3R,SH2B3
FN1,OSMR
FN1,SH2B3
IL1RAP,OSMR
UACA,OSMR
MEFV,OSMR
RAC1,RPS6KB1
CDC37,RPS6KB1
ACTG1,RPS6KB1
RIPK1,OSMR
HLA-DOA,SH2B3
STRN3,RPS6KB1
YWHAZ,RPS6KB1
GRB2,SH2B3
MET,SH2B3
CCND1,RPS6KB1
MALT1,OSMR
AKT2,RPS6KB1
PIK3CA,SH2B3
PRKCA,OSMR
PRKCA,RPS6KB1
CASP3,RPS6KB1
CCT8,RPS6KB1
TEK,RPS6KB1
HSP90AB1,RPS6KB1
IRS4,SH2B3
HNRNPC,RAVER1
IL1B,OSMR
RGS4,SH2B3
CSNK1D,RPS6KB1
AKT1,RPS6KB1
NCF1,RPS6KB1
VAV1,SH2B3
IRAK2,OSMR
IL1R1,OSMR
IL10RA,SH2B3
TLR2,OSMR
TLR2,SH2B3
TRAF1,TNFRSF6B
VCAM1,OSMR
INPPL1,SH2B3
MST1R,OSMR
FOXO1,RPS6KB1
YBX1,RPS6KB1
CDC34,RPS6KB1
S100A9,SH2B3
LY96,OSMR
PRKCQ,RPS6KB1
DAPK1,RPS6KB1
FLNC,OSMR
FLNC,SH2B3
HNRNPH1,RAVER1
MUC1,SH2B3
PLXNA3,OSMR
PPP2CA,RPS6KB1
INSR,OSMR
INSR,RPS6KB1
INSR,SH2B3
FCGR2A,OSMR
CD1D,OSMR
CD1D,SH2B3
IL10RB,OSMR
BMP4,SH2B3
AGER,OSMR
BIRC2,TNFRSF6B
MATR3,RAVER1
CD163,OSMR
MAP3K14,RPS6KB1
PRF1,OSMR
STK11,RPS6KB1
PLA2G2A,OSMR
IRS2,OSMR
IRS2,SH2B3
ANKHD1,RPS6KB1
TNFRSF1A,OSMR
PLA2G4A,OSMR
NECTIN2,OSMR
PKN1,RPS6KB1
PDCD4,RPS6KB1
LILRB2,OSMR
SP3,SH2B3
TNIP2,RPS6KB1
TSC1,RPS6KB1
IRAK1,OSMR
IRAK1,RPS6KB1
F11R,OSMR
LIF,OSMR
IHH,OSMR
CD276,OSMR
RBM15,RAVER1
PIK3R2,SH2B3
PDGFA,OSMR
TNFSF10,TNFRSF6B
TNC,OSMR
MTOR,RPS6KB1
OSMR,CARD9
OSMR,SDK1
OSMR,CTGF
OSMR,PARP4
OSMR,EPO
OSMR,FGFR1
OSMR,VEGFA
OSMR,KIR2DL5B
OSMR,BCL10
OSMR,ZMYND11
OSMR,KIR2DL4
OSMR,STAB1
OSMR,CBFA2T3
OSMR,TGFB2
OSMR,AFAP1L1
OSMR,NCR1
OSMR,IL5RA
OSMR,HFE
OSMR,CD97
OSMR,ILDR2
OSMR,IL11
OSMR,EDA2R
OSMR,PVR
OSMR,IL22RA2
OSMR,IGDCC4
OSMR,CRLF3
OSMR,IL12RB2
OSMR,HRG
OSMR,NCR3
OSMR,IFNAR1
OSMR,C1R
OSMR,TNFRSF14
OSMR,IL17A
OSMR,IL20RA
OSMR,HPX
OSMR,CMYA5
OSMR,IL20
OSMR,AHSG
OSMR,FGFRL1
OSMR,VEGFB
OSMR,VEGFC
OSMR,PDCD1LG2
OSMR,LILRB3
OSMR,F12
OSMR,CSF2
OSMR,TNFSF13B
OSMR,C1RL
OSMR,FSD2
OSMR,CNTF
OSMR,SH2D1A
OSMR,VWA1
OSMR,BSG
OSMR,CD46
OSMR,PTHLH
OSMR,SIRPB1
OSMR,CD274
OSMR,MYD88
OSMR,PDGFC
OSMR,IL13RA1
OSMR,IGFBP7
OSMR,TBX2
OSMR,C4B
OSMR,AXL
OSMR,TRIM46
OSMR,ADORA1
OSMR,C1S
OSMR,FNDC1
OSMR,FLT1
OSMR,EGF
OSMR,BOC
OSMR,RNF31
OSMR,MPL
OSMR,FNDC3A
OSMR,NFATC4
OSMR,KIR2DL1
OSMR,ADORA2B
OSMR,ABI3BP
OSMR,KDR
OSMR,TNFSF12
OSMR,IL22RA1
OSMR,IL6R
OSMR,CRTAM
OSMR,MASP1
OSMR,F8
OSMR,IL11RA
OSMR,MYOM3
OSMR,TGM2
OSMR,KLKB1
OSMR,PDPN
OSMR,SERPING1
OSMR,OSM
OSMR,MYOF
OSMR,IL22
OSMR,KIR3DP1
OSMR,NOTCH3
OSMR,LIFR
OSMR,EPS8
OSMR,PDGFRA
OSMR,DCC
OSMR,GHR
OSMR,F3
OSMR,IL13RA2
OSMR,LILRB5
OSMR,ROBO3
OSMR,C2
OSMR,CDH13
OSMR,CSF2RB
OSMR,CNR1
OSMR,ACVR1
OSMR,LRRN4CL
OSMR,TNFAIP6
OSMR,PLAU
OSMR,PXN
OSMR,PTPRU
OSMR,KIR3DL2
OSMR,KRT16
OSMR,IFNGR2
OSMR,MOG
OSMR,CFH
OSMR,TTN
OSMR,C7
OSMR,NEO1
OSMR,CX3CL1
OSMR,CBFA2T2
OSMR,ITGB4
OSMR,CFB
OSMR,CELSR1
OSMR,THBS4
OSMR,ROBO2
OSMR,GH1
OSMR,MFAP3
OSMR,IL31RA
OSMR,EFNB1
OSMR,TNFSF11
OSMR,LY75
OSMR,CFI
OSMR,CTF1
OSMR,NRP1
OSMR,UNC13D
OSMR,HLA-G
OSMR,DAG1
OSMR,ITGB3
OSMR,FNDC8
OSMR,CNTFR
OSMR,IGFBP5
OSMR,MASP2
OSMR,IL16
OSMR,IFNK
OSMR,C4BPA
OSMR,CSF3
OSMR,LILRA2
OSMR,TNFRSF11A
OSMR,CTSB
OSMR,PROS1
OSMR,MICA
OSMR,LILRA1
OSMR,FER
OSMR,RNF135
OSMR,EPHA3
WEE1,RPS6KB1
MAPT,RPS6KB1
CDKN1B,RPS6KB1
MAP3K8,RPS6KB1
IRS1,RPS6KB1
CFLAR,TNFRSF6B
FANCA,RPS6KB1
PRKAA1,RPS6KB1
HNRNPM,RAVER1
SMARCC1,RPS6KB1
PRKCE,RPS6KB1
OR5B21,OR2L13
OR5B21,OR4C3
OR5B21,OR10A3
OR5B21,OR4D9
OR5B21,OR12D3
OR5B21,OR51G1
OR5B21,OR4X1
OR5B21,OR10S1
OR5B21,OR13G1
OR5B21,OR10G8
OR5B21,OR4K13
OR5B21,OR2A25
OR5B21,OR4C6
OR5B21,OR11H6
OR5B21,OR52A4P
OR5B21,OR2G2
OR5B21,OR1D5
OR5B21,OR11H1
OR5B21,OR10K1
OR5B21,OR13A1
OR5B21,OR52N1
FGFR1,RPS6KB1
FGFR1,SH2B3
VEGFA,SH2B3
CBFA2T3,SH2B3
AFAP1L1,SH2B3
TNFRSF14,TNFRSF6B
SH2D1A,SH2B3
AXL,SH2B3
FNDC1,SH2B3
FLT1,RPS6KB1
KDR,SH2B3
EPS8,SH2B3
DCC,RPS6KB1
GHR,SH2B3
CSF2RB,SH2B3
ACVR1,RPS6KB1
PXN,RAVER1
TTN,RPS6KB1
PIK3R3,SH2B3
CAMK2A,RPS6KB1
ERBB3,RPS6KB1
ERBB3,SH2B3
KHDRBS1,SH2B3
GRB10,SH2B3
EPOR,SH2B3
ALK,SH2B3
HCK,SH2B3
NTRK3,RPS6KB1
KIT,SH2B3
PLCG1,SH2B3
SHC3,SH2B3
PTPN22,SH2B3
RIN1,SH2B3
CDK5,RPS6KB1
IGF1R,RPS6KB1
IGF1R,SH2B3
CDC42,RPS6KB1
CRK,SH2B3
BCAR1,SH2B3
EPHA2,SH2B3
PTPRC,SH2B3
NTRK2,SH2B3
MAP3K5,RPS6KB1
BCR,SH2B3
CSK,SH2B3
VAV2,SH2B3
ERBB4,SH2B3
TLN1,RAVER1
TLN1,SH2B3
ANXA2,SH2B3
CLNK,SH2B3
PIM1,RPS6KB1
SHC2,SH2B3
CRKL,SH2B3
GAB2,SH2B3
PTK6,SH2B3
TNK2,RPS6KB1
TNK2,SH2B3
YES1,SH2B3
CDK1,RPS6KB1
GRB14,SH2B3
INSRR,SH2B3
SH2B3,TNS3
SH2B3,SAMSN1
SH2B3,SH2D4B
SH2B3,OSTF1
SH2B3,FGR
SH2B3,RIMBP3
SH2B3,ANXA1
SH2B3,MED28
SH2B3,BAIAP2
SH2B3,LYN
SH2B3,CMIP
SH2B3,NTRK1
SH2B3,SLA
SH2B3,BLNK
SH2B3,FILIP1
SH2B3,CD79A
SH2B3,STAC3
SH2B3,CASR
SH2B3,FRS2
SH2B3,FLNB
SH2B3,TNS2
SH2B3,EZR
SH2B3,EPS15
SH2B3,FLT3
SH2B3,RNF41
SH2B3,GAB1
SH2B3,PATZ1
SH2B3,LEPR
SH2B3,ASAP2
SH2B3,SPRY1
SH2B3,FRK
SH2B3,SH2D5
SH2B3,SH3RF2
SH2B3,MERTK
SH2B3,LCP2
SH2B3,GRB7
SH2B3,DRD3
SH2B3,FBLIM1
SH2B3,DOK2
SH2B3,MIA2
SH2B3,BMX
SH2B3,ALOX5
SH2B3,CCNB2
SH2B3,LAT
SH2B3,ABL2
SH2B3,PLCG2
SH2B3,SWAP70
SH2B3,WAS
SH2B3,PA2G4
SH2B3,RIMBP3B
SH2B3,SH2D7
SH2B3,BTK
SH2B3,EPS8L3
SH2B3,RIMBP2
SH2B3,SH2D3A
SH2B3,GRAP2
SH2B3,DOCK1
SH2B3,TNS1
SH2B3,NRG2
SH2B3,FCHSD1
SH2B3,SH2D3C
SH2B3,BCAR3
SH2B3,TJP1
SH2B3,HSH2D
SH2B3,NCF4
SH2B3,ZAP70
SH2B3,LY9
SH2B3,EFNA1
SH2B3,SOS2
SH2B3,LAT2
SH2B3,SH2B2
SH2B3,EPAS1
SH2B3,BLK
SH2B3,SASH3
SH2B3,KRT17
SH2B3,WDR1
SH2B3,PLSCR1
SH2B3,SPRY2
SH2B3,ACTN1
SH2B3,NCKIPSD
SH2B3,DOK6
SH2B3,FYB1
SH2B3,SH3KBP1
SH2B3,PIK3C2B
SH2B3,PCDH12
SH2B3,CD247
SH2B3,SH2B1
SH2B3,ACVRL1
SH2B3,GRAP
SH2B3,SHANK2
SH2B3,ITK
SH2B3,SHB
SH2B3,SHE
SH2B3,LMO2
SH2B3,CD44
SH2B3,SLA2
SH2B3,TRIO
SH2B3,ARHGAP24
SH2B3,INPP5D
SH2B3,SH2D4A
SH2B3,EPS8L2
SH2B3,ADAM15
SH2B3,MYO1E
SH2B3,ARHGAP4
SH2B3,RIMBP3C
SH2B3,SH2D2A
SH2B3,ROR2
LYN,RPS6KB1
BTK,RPS6KB1
RAVER1,VCL
RAVER1,POLDIP3
RAVER1,EIF4E
RAVER1,ACTN4
RAVER1,ACTN2
RAVER1,ZNF638
RAVER1,DAZ4
RAVER1,SNRPA
RAVER1,RBM34
RAVER1,RBM14
RAVER1,EIF3G
RAVER1,RBMS1
RAVER1,SRSF4
RAVER1,RBMS2
RAVER1,NUP35
RAVER1,RBM8A
RAVER1,ALKBH8
RAVER1,HNRNPL
RAVER1,PUF60
RAVER1,RAVER2
RAVER1,RBM12
RAVER1,SART3
RAVER1,RBM5
RAVER1,TIA1
RAVER1,HNRNPF
RAVER1,RBMX
RAVER1,SF3B4
RAVER1,RBM10
RAVER1,ESRP2
RAVER1,NSRP1
RAVER1,RBM4B
RAVER1,PTBP3
RAVER1,KRI1
RAVER1,HNRNPH3
RAVER1,NELFE
RAVER1,SREK1
RAVER1,RBM12B
RAVER1,LARP7
RAVER1,RBM38
RAVER1,RBM15B
RAVER1,G3BP1
RAVER1,SNRPB2
RAVER1,RALY
RAVER1,U2SURP
RAVER1,ALYREF
RAVER1,PTBP1
RAVER1,CCDC39
RAVER1,HNRNPH2
RAVER1,CCDC186
RAVER1,FUS
RAVER1,CSTF2
RAVER1,EWSR1
RAVER1,SRSF9
RAVER1,SRSF6
RAVER1,PSPC1
RAVER1,MYEF2
RAVER1,NOL8
RAVER1,SF3B6
RAVER1,MYH7
POLDIP3,RPS6KB1
EIF4E,RPS6KB1
EIF3G,RPS6KB1
RPS6KB1,PPP2R2D
RPS6KB1,RHOA
RPS6KB1,PDHA1
RPS6KB1,ITSN1
RPS6KB1,ICK
RPS6KB1,CCNY
RPS6KB1,PKMYT1
RPS6KB1,MAP2K1
RPS6KB1,MAP4K3
RPS6KB1,USO1
RPS6KB1,MAPKAP1
RPS6KB1,PABPN1
RPS6KB1,PPP1R9A
RPS6KB1,MARK1
