Interactor A Gene Symbol,Interactor B Gene Symbol,Interactor A Uniprot AC,Interactor B Uniprot AC,Database,,,,
OSMR,NRP1,Q99650,O14786,IID,,,,
OSMR,NECTIN2,Q99650,Q92692,IID,,,,
OSMR,CSF3R,Q99650,Q99062,IID,,,,
OSMR,IL12A,Q99650,P29459,IID,,,,
OSMR,UNC13D,Q99650,Q70J99,IID,,,,
OSMR,HLA-G,Q99650,P17693,IID,,,,
OSMR,TLE1,Q99650,Q04724,IID,,,,
OSMR,JAK3,Q99650,P52333,IID,,,,
OSMR,DAG1,Q99650,Q14118,IID,,,,
OSMR,ITGB3,Q99650,P05106,IID,,,,
OSMR,FNDC8,Q99650,Q8TC99,IID,,,,
OSMR,CNTFR,Q99650,P26992,IID,,,,
OSMR,IGFBP5,Q99650,P24593,IID,,,,
OSMR,C1QA,Q99650,P02745,IID,,,,
OSMR,MASP2,Q99650,O00187,IID,,,,
OSMR,IL16,Q99650,Q14005,IID,,,,
OSMR,IFNK,Q99650,Q9P0W0,IID,,,,
OSMR,TNFRSF1B,Q99650,P20333,IID,,,,
OSMR,C4BPA,Q99650,P04003,IID,,,,
OSMR,CSF3,Q99650,P09919,IID,,,,
OSMR,IHH,Q99650,Q14623,IID,,,,
OSMR,PRF1,Q99650,P14222,IID,,,,
OSMR,LILRA2,Q99650,Q8N149,IID,,,,
OSMR,IL2,Q99650,P60568,IID,,,,
OSMR,NOD2,Q99650,Q9HC29,IID,,,,
OSMR,TNFRSF11A,Q99650,Q9Y6Q6,IID,,,,
OSMR,IL7R,Q99650,P16871,IID,,,,
OSMR,PTPN11,Q99650,Q06124,IID,,,,
OSMR,PLXNA3,Q99650,P51805,IID,,,,
OSMR,VSIG4,Q99650,Q9Y279,IID,,,,
OSMR,CTSB,Q99650,P07858,IID,,,,
OSMR,IL1R1,Q99650,P14778,IID,,,,
OSMR,PROS1,Q99650,P07225,IID,,,,
OSMR,MICA,Q99650,Q29983,IID,,,,
OSMR,STAT6,Q99650,P42226,IID,,,,
OSMR,LILRA1,Q99650,O75019,IID,,,,
OSMR,FER,Q99650,P16591,IID,,,,
OSMR,RNF135,Q99650,Q8IUD6,IID,,,,
OSMR,EPHA3,Q99650,P29320,IID,,,,
OSMR,ELANE,Q99650,P08246,IID,,,,
PTPN2,TMED10,P17706,P49755,IID,,,,
PTPN2,PIK3R3,P17706,Q92569,IID,,,,
PTPN2,TNFSF8,P17706,P32971,IID,,,,
PTPN2,TMEM17,P17706,Q86X19,IID,,,,
PTPN2,SOCS1,P17706,O15524,IID,,,,
PTPN2,IL4R,P17706,P24394,IID,,,,
PTPN2,EIF2S1,P17706,P05198,IID,,,,
PTPN2,IL21R,P17706,Q9HBE5,IID,,,,
PTPN2,CAMK2A,P17706,Q9UQM7,IID,,,,
PTPN2,ANP32C,P17706,O43423,IID,,,,
PTPN2,SSH2,P17706,Q76I76,IID,,,,
PTPN2,NMNAT1,P17706,Q9HAN9,IID,,,,
PTPN2,CALU,P17706,O43852,IID,,,,
PTPN2,DDR1,P17706,Q08345,IID,,,,
PTPN2,PTK2B,P17706,Q14289,IID,,,,
PTPN2,GH1,P17706,P01241,IID,,,,
PTPN2,PSMD4,P17706,P55036,IID,,,,
PTPN2,FKBP4,P17706,Q02790,IID,,,,
PTPN2,TP53,P17706,P04637,IID,,,,
PTPN2,FGFR4,P17706,P22455,IID,,,,
PTPN2,NR3C1,P17706,P04150,IID,,,,
PTPN2,STXBP4,P17706,Q6ZWJ1,IID,,,,
PTPN2,VARS,P17706,P26640,IID,,,,
PTPN2,IRF4,P17706,Q15306,IID,,,,
PTPN2,SOCS3,P17706,O14543,IID,,,,
PTPN2,TPM4,P17706,P67936,IID,,,,
PTPN2,INPPL1,P17706,O15357,IID,,,,
PTPN2,PTPRE,P17706,P23469,IID,,,,
PTPN2,ERBB3,P17706,P21860,IID,,,,
PTPN2,PTPRH,P17706,Q9HD43,IID,,,,
PTPN2,MYO1C,P17706,O00159,IID,,,,
PTPN2,CSPG5,P17706,O95196,IID,,,,
PTPN2,C8orf33,P17706,Q9H7E9,IID,,,,
PTPN2,STAT5B,P17706,P51692,IID,,,,
PTPN2,EPHA3,P17706,P29320,IID,,,,
PTPN2,STAT3,P17706,P40763,IID,,,,
PTPN2,PTPN4,P17706,P29074,IID,,,,
PTPN2,CDH1,P17706,P12830,IID,,,,
PTPN2,KHDRBS1,P17706,Q07666,IID,,,,
PTPN2,SHC1,P17706,P29353,IID,,,,
PTPN2,INSR,P17706,P06213,IID,,,,
PTPN2,ESR1,P17706,P03372,IID,,,,
PTPN2,DDR2,P17706,Q16832,IID,,,,
PTPN2,SSH1,P17706,Q8WYL5,IID,,,,
PTPN2,DNAJA3,P17706,Q96EY1,IID,,,,
PTPN2,TRAF6,P17706,Q9Y4K3,IID,,,,
PTPN2,PTPRT,P17706,O14522,IID,,,,
PTPN2,CD22,P17706,P20273,IID,,,,
PTPN2,RIPK1,P17706,Q13546,IID,,,,
PTPN2,GRB10,P17706,Q13322,IID,,,,
PTPN2,DBN1,P17706,Q16643,IID,,,,
PTPN2,EPHB1,P17706,P54762,IID,,,,
PTPN2,HSPA4,P17706,P34932,IID,,,,
PTPN2,TYK2,P17706,P29597,IID,,,,
PTPN2,DUSP13,P17706,Q6B8I1,IID,,,,
PTPN2,EPOR,P17706,P19235,IID,,,,
PTPN2,SOS1,P17706,Q07889,IID,,,,
PTPN2,ALK,P17706,Q9UM73,IID,,,,
PTPN2,AXL,P17706,P30530,IID,,,,
PTPN2,MAPK1,P17706,P28482,IID,,,,
PTPN2,HMGN5,P17706,P82970,IID,,,,
PTPN2,IRS1,P17706,P35568,IID,,,,
PTPN2,IRF7,P17706,Q92985,IID,,,,
PTPN2,PSMD1,P17706,Q99460,IID,,,,
PTPN2,PSMC2,P17706,P35998,IID,,,,
PTPN2,PTPN11,P17706,Q06124,IID,,,,
PTPN2,DUSP9,P17706,Q99956,IID,,,,
PTPN2,VIL1,P17706,P09327,IID,,,,
PTPN2,HCK,P17706,P08631,IID,,,,
PTPN2,TCTN2,P17706,Q96GX1,IID,,,,
PTPN2,GOLGB1,P17706,Q14789,IID,,,,
PTPN2,DUSP12,P17706,Q9UNI6,IID,,,,
PTPN2,SLC39A4,P17706,Q6P5W5,IID,,,,
PTPN2,PSMC4,P17706,P43686,IID,,,,
PTPN2,NTRK3,P17706,Q16288,IID,,,,
PTPN2,PTPN3,P17706,P26045,IID,,,,
PTPN2,PXN,P17706,P49023,IID,,,,
PTPN2,SRC,P17706,P12931,IID,,,,
PTPN2,ABL1,P17706,P00519,IID,,,,
PTPN2,MAP3K1,P17706,Q13233,IID,,,,
PTPN2,JAK3,P17706,P52333,IID,,,,
PTPN2,IFNAR1,P17706,P17181,IID,,,,
PTPN2,TNFRSF1A,P17706,P19438,IID,,,,
PTPN2,DUSP21,P17706,Q9H596,IID,,,,
PTPN2,PSMC6,P17706,P62333,IID,,,,
PTPN2,KIT,P17706,P10721,IID,,,,
PTPN2,MTOR,P17706,P42345,IID,,,,
PTPN2,APP,P17706,P05067,IID,,,,
PTPN2,PTPN12,P17706,Q05209,IID,,,,
PTPN2,STAM,P17706,Q92783,IID,,,,
PTPN2,TRMT61B,P17706,Q9BVS5,IID,,,,
PTPN2,PTPRN2,P17706,Q92932,IID,,,,
PTPN2,PLCG1,P17706,P19174,IID,,,,
PTPN2,IRF9,P17706,Q00978,IID,,,,
PTPN2,EPHA8,P17706,P29322,IID,,,,
PTPN2,SMAD2,P17706,Q15796,IID,,,,
PTPN2,FANCC,P17706,Q00597,IID,,,,
PTPN2,GHR,P17706,P10912,IID,,,,
PTPN2,KDR,P17706,P35968,IID,,,,
PTPN2,IRS2,P17706,Q9Y4H2,IID,,,,
PTPN2,SETD7,P17706,Q8WTS6,IID,,,,
PTPN2,CSF3R,P17706,Q99062,IID,,,,
PTPN2,PIAS1,P17706,O75925,IID,,,,
PTPN2,ASGR1,P17706,P07306,IID,,,,
PTPN2,BRCA1,P17706,P38398,IID,,,,
PTPN2,TMOD3,P17706,Q9NYL9,IID,,,,
PTPN2,SHC3,P17706,Q92529,IID,,,,
PTPN2,TAB2,P17706,Q9NYJ8,IID,,,,
PTPN2,NUP50,P17706,Q9UKX7,IID,,,,
PTPN2,PTPRD,P17706,P23468,IID,,,,
PTPN2,APLP2,P17706,Q06481,IID,,,,
PTPN2,KPNA6,P17706,O60684,IID,,,,
PTPN2,IFNGR2,P17706,P38484,IID,,,,
PTPN2,PTPN22,P17706,Q9Y2R2,IID,,,,
PTPN2,PIK3R1,P17706,P27986,IID,,,,
PTPN2,MPL,P17706,P40238,IID,,,,
PTPN2,ROR1,P17706,Q01973,IID,,,,
PTPN2,PTPN13,P17706,Q12923,IID,,,,
PTPN2,STAT2,P17706,P52630,IID,,,,
PTPN2,RIN1,P17706,Q13671,IID,,,,
PTPN2,PTEN,P17706,P60484,IID,,,,
PTPN2,RMDN3,P17706,Q96TC7,IID,,,,
PTPN2,CDK5,P17706,Q00535,IID,,,,
PTPN2,RPL3L,P17706,Q92901,IID,,,,
PTPN2,IGF1R,P17706,P08069,IID,,,,
PTPN2,SFN,P17706,P31947,IID,,,,
PTPN2,AKT2,P17706,P31751,IID,,,,
PTPN2,VAV1,P17706,P15498,IID,,,,
PTPN2,CDC42,P17706,P60953,IID,,,,
PTPN2,CRK,P17706,P46108,IID,,,,
PTPN2,PTPRB,P17706,P23467,IID,,,,
PTPN2,STAT6,P17706,P42226,IID,,,,
PTPN2,IL6ST,P17706,P40189,IID,,,,
PTPN2,CASKIN1,P17706,Q8WXD9,IID,,,,
PTPN2,CYLD,P17706,Q9NQC7,IID,,,,
PTPN2,EIF2AK2,P17706,P19525,IID,,,,
PTPN2,NUP153,P17706,P49790,IID,,,,
PTPN2,UBE2N,P17706,P61088,IID,,,,
PTPN2,NUP98,P17706,P52948,IID,,,,
PTPN2,POU2F1,P17706,P14859,IID,,,,
PTPN2,BCAR1,P17706,P56945,IID,,,,
PTPN2,SMNDC1,P17706,O75940,IID,,,,
PTPN2,ANP32B,P17706,Q92688,IID,,,,
PTPN2,AR,P17706,P10275,IID,,,,
PTPN2,STAT4,P17706,Q14765,IID,,,,
PTPN2,CTNND1,P17706,O60716,IID,,,,
PTPN2,VAV3,P17706,Q9UKW4,IID,,,,
PTPN2,PIK3R2,P17706,O00459,IID,,,,
PTPN2,UBC,P17706,P0CG48,IID,,,,
PTPN2,PSMD2,P17706,Q13200,IID,,,,
PTPN2,IL2RB,P17706,P14784,IID,,,,
PTPN2,HDAC1,P17706,Q13547,IID,,,,
PTPN2,ITGA1,P17706,P56199,IID,,,,
PTPN2,C3AR1,P17706,Q16581,IID,,,,
PTPN2,IFNGR1,P17706,P15260,IID,,,,
PTPN2,PTPRU,P17706,Q92729,IID,,,,
PTPN2,CBLC,P17706,Q9ULV8,IID,,,,
PTPN2,EPHA2,P17706,P29317,IID,,,,
PTPN2,NLK,P17706,Q9UBE8,IID,,,,
PTPN2,PTPRC,P17706,P08575,IID,,,,
PTPN2,CASC4,P17706,Q6P4E1,IID,,,,
PTPN2,DNAJC10,P17706,Q8IXB1,IID,,,,
PTPN2,PTPRJ,P17706,Q12913,IID,,,,
PTPN2,TNFRSF11A,P17706,Q9Y6Q6,IID,,,,
PTPN2,HADHA,P17706,P40939,IID,,,,
PTPN2,G3BP1,P17706,Q13283,IID,,,,
PTPN2,TNFRSF1B,P17706,P20333,IID,,,,
PTPN2,NSUN5,P17706,Q96P11,IID,,,,
PTPN2,SOCS5,P17706,O75159,IID,,,,
PTPN2,CASP8,P17706,Q14790,IID,,,,
PTPN2,BAG3,P17706,O95817,IID,,,,
PTPN2,DUSP27,P17706,Q5VZP5,IID,,,,
PTPN2,TP73,P17706,O15350,IID,,,,
PTPN2,STAT1,P17706,P42224,IID,,,,
PTPN2,MRM3,P17706,Q9HC36,IID,,,,
PTPN2,IL2RG,P17706,P31785,IID,,,,
PTPN2,STAP2,P17706,Q9UGK3,IID,,,,
PTPN2,TBK1,P17706,Q9UHD2,IID,,,,
PTPN2,METTL13,P17706,Q8N6R0,IID,,,,
PTPN2,EP300,P17706,Q09472,IID,,,,
PTPN2,RANBP2,P17706,P49792,IID,,,,
PTPN2,CHUK,P17706,O15111,IID,,,,
PTPN2,SLC39A5,P17706,Q6ZMH5,IID,,,,
PTPN2,TRAF2,P17706,Q12933,IID,,,,
PTPN2,NTRK2,P17706,Q16620,IID,,,,
PTPN2,NCK1,P17706,P16333,IID,,,,
PTPN2,CBLB,P17706,Q13191,IID,,,,
PTPN2,PTPN23,P17706,Q9H3S7,IID,,,,
PTPN2,MAP3K8,P17706,P41279,IID,,,,
PTPN2,STAT5A,P17706,P42229,IID,,,,
PTPN2,YWHAE,P17706,P62258,IID,,,,
PTPN2,LMAN1,P17706,P49257,IID,,,,
PTPN2,MAP3K5,P17706,Q99683,IID,,,,
PTPN2,RASA1,P17706,P20936,IID,,,,
PTPN2,BCR,P17706,P11274,IID,,,,
PTPN2,ELAVL1,P17706,Q15717,IID,,,,
PTPN2,IFNAR2,P17706,P48551,IID,,,,
PTPN2,PTPRG,P17706,P23470,IID,,,,
PTPN2,RET,P17706,P07949,IID,,,,
PTPN2,PDGFRB,P17706,P09619,IID,,,,
PTPN2,TEK,P17706,Q02763,IID,,,,
PTPN2,FGFR3,P17706,P22607,IID,,,,
PTPN2,CLEC16A,P17706,Q2KHT3,IID,,,,
PTPN2,JAK1,P17706,P23458,IID,,,,
PTPN2,ROS1,P17706,P08922,IID,,,,
PTPN2,CD40,P17706,P25942,IID,,,,
PTPN2,TXNDC5,P17706,Q8NBS9,IID,,,,
PTPN2,PSMD13,P17706,Q9UNM6,IID,,,,
PTPN2,BRIX1,P17706,Q8TDN6,IID,,,,
PTPN2,IKBKB,P17706,O14920,IID,,,,
PTPN2,PSMD10,P17706,O75832,IID,,,,
PTPN2,PSMD14,P17706,O00487,IID,,,,
PTPN2,IRF1,P17706,P10914,IID,,,,
PTPN2,IKBKE,P17706,Q14164,IID,,,,
PTPN2,HSP90AA1,P17706,P07900,IID,,,,
PTPN2,NUP62,P17706,P37198,IID,,,,
PTPN2,CSK,P17706,P41240,IID,,,,
PTPN2,TMEM216,P17706,Q9P0N5,IID,,,,
PTPN2,PDGFA,P17706,P04085,IID,,,,
PTPN2,PTPN9,P17706,P43378,IID,,,,
PTPN2,VAV2,P17706,P52735,IID,,,,
PTPN2,TFB1M,P17706,Q8WVM0,IID,,,,
PTPN2,ERBB4,P17706,Q15303,IID,,,,
PTPN2,CBL,P17706,P22681,IID,,,,
PTPN2,TLN1,P17706,Q9Y490,IID,,,,
PTPN2,EXOSC4,P17706,Q9NPD3,IID,,,,
PTPN2,PTPN20,P17706,Q4JDL3,IID,,,,
PTPN2,MET,P17706,P08581,IID,,,,
PTPN2,RPP30,P17706,P78346,IID,,,,
PTPN2,EIF5A,P17706,P63241,IID,,,,
PTPN2,PTPRS,P17706,Q13332,IID,,,,
PTPN2,PRKCA,P17706,P17252,IID,,,,
PTPN2,PDGFRA,P17706,P16234,IID,,,,
PTPN2,GRSF1,P17706,Q12849,IID,,,,
PTPN2,SYK,P17706,P43405,IID,,,,
PTPN2,ANXA2,P17706,P07355,IID,,,,
PTPN2,CLNK,P17706,Q7Z7G1,IID,,,,
PTPN2,CAMK2G,P17706,Q13555,IID,,,,
PTPN2,PIM1,P17706,P11309,IID,,,,
PTPN2,SHC2,P17706,P98077,IID,,,,
PTPN2,MAPK3,P17706,P27361,IID,,,,
PTPN2,PRKCD,P17706,Q05655,IID,,,,
PTPN2,PTPN18,P17706,Q99952,IID,,,,
PTPN2,MAP3K7,P17706,O43318,IID,,,,
PTPN2,CRKL,P17706,P46109,IID,,,,
PTPN2,KATNB1,P17706,Q9BVA0,IID,,,,
PTPN2,FLT4,P17706,P35916,IID,,,,
PTPN2,TMED9,P17706,Q9BVK6,IID,,,,
PTPN2,TRAF1,P17706,Q13077,IID,,,,
PTPN2,TSLP,P17706,Q969D9,IID,,,,
PTPN2,GAB2,P17706,Q9UQC2,IID,,,,
PTPN2,PTK6,P17706,Q13882,IID,,,,
PTPN2,AKT1,P17706,P31749,IID,,,,
PTPN2,CREBBP,P17706,Q92793,IID,,,,
PTPN2,KPNA1,P17706,P52294,IID,,,,
PTPN2,-,P17706,#N/A,IID,,,,
PTPN2,ESCO1,P17706,Q5FWF5,IID,,,,
PTPN2,COL5A1,P17706,P20908,IID,,,,
PTPN2,TAB3,P17706,Q8N5C8,IID,,,,
PTPN2,MCM5,P17706,P33992,IID,,,,
PTPN2,GRB2,P17706,P62993,IID,,,,
PTPN2,TNK2,P17706,Q07912,IID,,,,
PTPN2,CORO1C,P17706,Q9ULV4,IID,,,,
PTPN2,EGFR,P17706,P00533,IID,,,,
PTPN2,GOLIM4,P17706,O00461,IID,,,,
PTPN2,STAM2,P17706,O75886,IID,,,,
PTPN2,YES1,P17706,P07947,IID,,,,
PTPN2,TIAF1,P17706,O95411,IID,,,,
PTPN2,GSK3A,P17706,P49840,IID,,,,
PTPN2,WASL,P17706,O00401,IID,,,,
PTPN2,PTPN7,P17706,P35236,IID,,,,
PTPN2,ANP32E,P17706,Q9BTT0,IID,,,,
PTPN2,DUSP1,P17706,P28562,IID,,,,
PTPN2,CDK1,P17706,P06493,IID,,,,
PTPN2,NMI,P17706,Q13287,IID,,,,
PTPN2,HSPA8,P17706,P11142,IID,,,,
PTPN2,PSMD8,P17706,P48556,IID,,,,
PTPN2,SND1,P17706,Q7KZF4,IID,,,,
PTPN2,B4GAT1,P17706,O43505,IID,,,,
PTPN2,KPNA2,P17706,P52292,IID,,,,
PTPN2,GRB14,P17706,Q14449,IID,,,,
PTPN2,DIMT1,P17706,Q9UNQ2,IID,,,,
PTPN2,INSRR,P17706,P14616,IID,,,,
PTPN2,CSF2RB,P17706,P32927,IID,,,,
PTPN2,PTK2,P17706,Q05397,IID,,,,
PTPN2,PDPK1,P17706,O15530,IID,,,,
PTPN2,RCL1,P17706,Q9Y2P8,IID,,,,
PTPN2,SH2B3,P17706,Q9UQQ2,IID,,,,
PTPN2,DUSP7,P17706,Q16829,IID,,,,
PTPN2,PLSCR1,P17706,O15162,IID,,,,
PTPN2,JUN,P17706,P05412,IID,,,,
PTPN2,PTPN6,P17706,P29350,IID,,,,
PTPN2,TRAF3,P17706,Q13114,IID,,,,
PTPN2,CIITA,P17706,P33076,IID,,,,
PTPN2,SH2B1,P17706,Q9NRF2,IID,,,,
PTPN2,PTPN5,P17706,P54829,IID,,,,
PTPN2,ZC3HAV1L,P17706,Q96H79,IID,,,,
PTPN2,RELA,P17706,Q04206,IID,,,,
PTPN2,HSPA5,P17706,P11021,IID,,,,
PTPN2,LYN,P17706,P07948,IID,,,,
PTPN2,C5AR2,P17706,Q9P296,IID,,,,
PTPN2,CISH,P17706,Q9NSE2,IID,,,,
PTPN2,PSMC5,P17706,P62195,IID,,,,
PTPN2,BYSL,P17706,Q13895,IID,,,,
PTPN2,PTPRF,P17706,P10586,IID,,,,
PTPN2,CRLF1,P17706,O75462,IID,,,,
PTPN2,ERBB2,P17706,P04626,IID,,,,
PTPN2,PTPN1,P17706,P18031,IID,,,,
PTPN2,MAPK8,P17706,P45983,IID,,,,
PTPN2,GTPBP10,P17706,A4D1E9,IID,,,,
PTPN2,APEX1,P17706,P27695,IID,,,,
PTPN2,IPO7,P17706,O95373,IID,,,,
PTPN2,KPNA5,P17706,O15131,IID,,,,
PTPN2,RACK1,P17706,P63244,IID,,,,
PTPN2,HSPD1,P17706,P10809,IID,,,,
PTPN2,HARS,P17706,P12081,IID,,,,
PTPN2,TAB1,P17706,Q15750,IID,,,,
PTPN2,PTPN21,P17706,Q16825,IID,,,,
PTPN2,PTPRZ1,P17706,P23471,IID,,,,
PTPN2,GRB7,P17706,Q14451,IID,,,,
PTPN2,FRK,P17706,P42685,IID,,,,
PTPN2,NCK2,P17706,O43639,IID,,,,
PTPN2,SH2D3A,P17706,Q9BRG2,IID,,,,
PTPN2,PTPRM,P17706,P28827,IID,,,,
PTPN2,LCK,P17706,P06239,IID,,,,
PTPN2,PNO1,P17706,Q9NRX1,IID,,,,
PTPN2,BTK,P17706,Q06187,IID,,,,
PTPN2,PSMC1,P17706,P62191,IID,,,,
PTPN2,CD247,P17706,P20963,IID,,,,
PTPN2,PTPN14,P17706,Q15678,IID,,,,
PTPN2,GBP1,P17706,P32455,IID,,,,
PTPN2,DUSP13,P17706,Q6B8I1,IID,,,,
PTPN2,GADD45GIP1,P17706,Q8TAE8,IID,,,,
PTPN2,UCHL5,P17706,Q9Y5K5,IID,,,,
PTPN2,KPNB1,P17706,Q14974,IID,,,,
PTPN2,FTSJ3,P17706,Q8IY81,IID,,,,
PTPN2,CDC14A,P17706,Q9UNH5,IID,,,,
PTPN2,ZAP70,P17706,P43403,IID,,,,
PTPN2,PTPRO,P17706,Q16827,IID,,,,
PTPN2,INPP5D,P17706,Q92835,IID,,,,
PTPN2,JAK2,P17706,O60674,IID,,,,
PTPN2,EPHB2,P17706,P29323,IID,,,,
PTPN2,CAV1,P17706,Q03135,IID,,,,
PTPN2,RBM34,P17706,P42696,IID,,,,
PTPN2,DUSP19,P17706,Q8WTR2,IID,,,,
PTPN2,PTPRN,P17706,Q16849,IID,,,,
PTPN2,FYN,P17706,P06241,IID,,,,
PTPN2,PTPRK,P17706,Q15262,IID,,,,
PTPN2,CDK2,P17706,P24941,IID,,,,
PTPN2,DNAJA1,P17706,P31689,IID,,,,
PTPN2,TRADD,P17706,Q15628,IID,,,,
PTPN2,DUSP10,P17706,Q9Y6W6,IID,,,,
PTPN2,HIF1A,P17706,Q16665,IID,,,,
PTPN2,IRS4,P17706,O14654,IID,,,,
PTPN2,FCGR1A,P17706,P12314,IID,,,,
PTPN2,NTRK1,P17706,P04629,IID,,,,
PTPN2,PSMC3IP,P17706,Q9P2W1,IID,,,,
PTPN2,PTPRR,P17706,Q15256,IID,,,,
PTPN2,GAB1,P17706,Q13480,IID,,,,
PTPN2,CTNNB1,P17706,P35222,IID,,,,
PTPN2,SUMO1,P17706,P63165,IID,,,,
PTPN2,OCLN,P17706,Q16625,IID,,,,
PTPN2,PTPRA,P17706,P18433,IID,,,,
PTPN2,PSMD6,P17706,Q15008,IID,,,,
PTPN2,BCAR3,P17706,O75815,IID,,,,
PTPN2,ABL2,P17706,P42684,IID,,,,
PTPN2,GAR1,P17706,Q9NY12,IID,,,,
RAVER1,HNRNPC,Q8IY67,P07910,IID,,,,
RAVER1,VCL,Q8IY67,P18206,IID,,,,
RAVER1,POLDIP3,Q8IY67,Q9BY77,IID,,,,
RAVER1,EIF4E,Q8IY67,P06730,IID,,,,
RAVER1,ACTN4,Q8IY67,O43707,IID,,,,
RAVER1,CEP72,Q8IY67,Q9P209,IID,,,,
RAVER1,EIF4H,Q8IY67,Q15056,IID,,,,
RAVER1,TP53,Q8IY67,P04637,IID,,,,
RAVER1,ACTN2,Q8IY67,P35609,IID,,,,
RAVER1,PABPC1,Q8IY67,P11940,IID,,,,
RAVER1,TLN1,Q8IY67,Q9Y490,IID,,,,
RAVER1,ZNF638,Q8IY67,Q14966,IID,,,,
RAVER1,DAZ4,Q8IY67,Q86SG3,IID,,,,
RAVER1,SNRPA,Q8IY67,P09012,IID,,,,
RAVER1,RBM34,Q8IY67,P42696,IID,,,,
RAVER1,CYP1A1,Q8IY67,P04798,IID,,,,
RAVER1,RBM14,Q8IY67,Q96PK6,IID,,,,
RAVER1,PFAS,Q8IY67,O15067,IID,,,,
RAVER1,LGALS3BP,Q8IY67,Q08380,IID,,,,
RAVER1,IFI35,Q8IY67,P80217,IID,,,,
RAVER1,P4HA2,Q8IY67,O15460,IID,,,,
RAVER1,EIF3G,Q8IY67,O75821,IID,,,,
RAVER1,TOB1,Q8IY67,P50616,IID,,,,
RAVER1,VCAM1,Q8IY67,P19320,IID,,,,
RAVER1,RBMS1,Q8IY67,P29558,IID,,,,
RAVER1,SRSF4,Q8IY67,Q08170,IID,,,,
RAVER1,CNOT1,Q8IY67,A5YKK6,IID,,,,
RAVER1,RBMS2,Q8IY67,Q15434,IID,,,,
RAVER1,DYNLT1,Q8IY67,P63172,IID,,,,
RAVER1,NUP35,Q8IY67,Q8NFH5,IID,,,,
RAVER1,RBM8A,Q8IY67,Q9Y5S9,IID,,,,
RAVER1,ALKBH8,Q8IY67,Q96BT7,IID,,,,
RAVER1,AURKB,Q8IY67,Q96GD4,IID,,,,
RAVER1,HNRNPL,Q8IY67,P14866,IID,,,,
RAVER1,PUF60,Q8IY67,Q9UHX1,IID,,,,
RAVER1,PPP2R1A,Q8IY67,P30153,IID,,,,
RAVER1,RAVER2,Q8IY67,Q9HCJ3,IID,,,,
RAVER1,CDH1,Q8IY67,P12830,IID,,,,
RAVER1,STAU1,Q8IY67,O95793,IID,,,,
RAVER1,RBM12,Q8IY67,Q9NTZ6,IID,,,,
RAVER1,HAUS2,Q8IY67,Q9NVX0,IID,,,,
RAVER1,ABCC1,Q8IY67,P33527,IID,,,,
RAVER1,AIRE,Q8IY67,O43918,IID,,,,
RAVER1,CEP250,Q8IY67,Q9BV73,IID,,,,
RAVER1,UBAP2,Q8IY67,Q5T6F2,IID,,,,
RAVER1,SART3,Q8IY67,Q15020,IID,,,,
RAVER1,ABCE1,Q8IY67,P61221,IID,,,,
RAVER1,RBM5,Q8IY67,P52756,IID,,,,
RAVER1,GART,Q8IY67,P22102,IID,,,,
RAVER1,FGL1,Q8IY67,Q08830,IID,,,,
RAVER1,FYN,Q8IY67,P06241,IID,,,,
RAVER1,DIS3,Q8IY67,Q9Y2L1,IID,,,,
RAVER1,HNRNPH1,Q8IY67,P31943,IID,,,,
RAVER1,TIA1,Q8IY67,P31483,IID,,,,
RAVER1,ACTN1,Q8IY67,P12814,IID,,,,
RAVER1,HNRNPF,Q8IY67,P52597,IID,,,,
RAVER1,RPA1,Q8IY67,P27694,IID,,,,
RAVER1,CEP76,Q8IY67,Q8TAP6,IID,,,,
RAVER1,RBMX,Q8IY67,P38159,IID,,,,
RAVER1,SF3B4,Q8IY67,Q15427,IID,,,,
RAVER1,RBM10,Q8IY67,P98175,IID,,,,
RAVER1,CAPZA2,Q8IY67,P47755,IID,,,,
RAVER1,ESRP2,Q8IY67,Q9H6T0,IID,,,,
RAVER1,CDC5L,Q8IY67,Q99459,IID,,,,
RAVER1,NSRP1,Q8IY67,Q9H0G5,IID,,,,
RAVER1,CDKN1A,Q8IY67,P38936,IID,,,,
RAVER1,RBM4B,Q8IY67,Q9BQ04,IID,,,,
RAVER1,XPO1,Q8IY67,O14980,IID,,,,
RAVER1,PTBP3,Q8IY67,O95758,IID,,,,
RAVER1,KRI1,Q8IY67,Q8N9T8,IID,,,,
RAVER1,HNRNPH3,Q8IY67,P31942,IID,,,,
RAVER1,NELFE,Q8IY67,P18615,IID,,,,
RAVER1,BAG6,Q8IY67,P46379,IID,,,,
RAVER1,ELAVL1,Q8IY67,Q15717,IID,,,,
RAVER1,SREK1,Q8IY67,Q8WXA9,IID,,,,
RAVER1,HNRNPM,Q8IY67,P52272,IID,,,,
RAVER1,HNRNPLL,Q8IY67,Q8WVV9,IID,,,,
RAVER1,RBM12B,Q8IY67,Q8IXT5,IID,,,,
RAVER1,PHKB,Q8IY67,Q93100,IID,,,,
RAVER1,LARP7,Q8IY67,Q4G0J3,IID,,,,
RAVER1,IGF2BP3,Q8IY67,O00425,IID,,,,
RAVER1,RBM38,Q8IY67,Q9H0Z9,IID,,,,
RAVER1,NINL,Q8IY67,Q9Y2I6,IID,,,,
RAVER1,RBM15B,Q8IY67,Q8NDT2,IID,,,,
RAVER1,PXN,Q8IY67,P49023,IID,,,,
RAVER1,G3BP1,Q8IY67,Q13283,IID,,,,
